"2024-10-15 07:58:09 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","76.4011"
"2024-10-15 08:28:09 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.6915"
"2024-10-15 08:58:09 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.2761"
"2024-10-15 09:28:08 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","66.0136"
"2024-10-15 09:58:07 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","68.0924"
"2024-10-15 10:28:06 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.8889"
"2024-10-15 10:58:05 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","69.2264"
"2024-10-15 11:28:04 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","63.8417"
"2024-10-15 11:58:03 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","60.1857"
"2024-10-15 12:28:02 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","64.8813"
"2024-10-15 12:58:01 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","66.7252"
"2024-10-15 13:28:00 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.2712"
"2024-10-15 13:58:00 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","66.0831"
"2024-10-15 14:28:00 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","74.7886"
"2024-10-15 14:58:00 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","72.1935"
"2024-10-15 15:23:57 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","68.4927"
"2024-10-17 01:54:14 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","75.1385"
"2024-10-17 02:24:14 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","68.8889"
"2024-10-17 02:54:13 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","65.6539"
"2024-10-17 03:24:13 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","72.5103"
"2024-10-17 03:54:12 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","74.1307"
"2024-10-17 04:24:12 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","76.2562"
"2024-10-17 04:54:12 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","77.9168"
"2024-10-17 05:24:11 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","78.9382"
"2024-10-17 05:54:11 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","78.1724"
"2024-10-17 06:24:10 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","77.1891"
"2024-10-17 06:48:17 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","79.8363"
"2024-10-17 07:06:08 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","79.7785"
"2024-10-17 07:36:07 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","78.2233"
"2024-10-17 07:55:49 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","78.2803"
"2024-10-17 08:34:07 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","79.9488"
"2024-10-17 08:25:48 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","78.028"
"2024-10-17 08:49:35 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","80.3431"
"2024-10-17 09:08:29 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","78.9077"
"2024-10-17 09:38:28 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","70.0285"
"2024-10-17 09:57:33 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","84.0969"
"2024-10-17 10:10:55 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","83.9124"
"2024-10-17 10:35:26 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","83.4541"
"2024-10-17 10:47:42 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","78.822"
"2024-10-17 10:54:42 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","80.6512"
"2024-10-17 11:02:19 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","80.5505"
"2024-10-17 11:16:32 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","78.794"
"2024-10-17 11:46:31 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","71.8799"
"2024-10-17 12:16:30 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.8325"
"2024-10-17 12:46:30 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.187"
"2024-10-17 13:16:29 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","70.5186"
"2024-10-17 13:46:28 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","68.7473"
"2024-10-17 14:16:27 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","69.3488"
"2024-10-17 14:46:26 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","72.2253"
"2024-10-17 15:16:26 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","80.5434"
"2024-10-17 15:16:30 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","98.8199"
"2024-10-17 15:30:09 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","72.8519"
"2024-10-17 18:44:41 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","79.5528"
"2024-10-17 18:59:24 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","77.5011"
"2024-10-17 19:04:42 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","81.6143"
"2024-10-17 19:20:44 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","78.0259"
"2024-10-17 19:26:09 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","83.0049"
"2024-10-17 19:31:00 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","85.1315"
"2024-10-17 19:35:57 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","86.1327"
"2024-10-17 19:40:46 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","86.8883"
"2024-10-17 19:45:35 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","87.2877"
"2024-10-17 19:50:24 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","87.3073"
"2024-10-17 19:57:47 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","84.0845"
"2024-10-17 20:05:11 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","81.1969"
"2024-10-17 20:10:32 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","81.7914"
"2024-10-17 20:16:49 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","85.4878"
"2024-10-17 20:21:38 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","92.043"
"2024-10-17 20:26:27 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","89.6568"
"2024-10-17 20:31:16 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","88.3904"
"2024-10-17 20:36:10 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","86.3911"
"2024-10-17 20:50:34 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","78.5654"
"2024-10-17 20:55:23 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","86.1653"
"2024-10-17 21:00:16 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","84.8922"
"2024-10-17 21:05:25 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","83.9984"
"2024-10-17 21:11:19 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","83.821"
"2024-10-17 21:20:23 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","86.2592"
"2024-10-17 21:25:12 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","88.1236"
"2024-10-17 21:30:01 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","90.621"
"2024-10-17 21:34:50 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","90.0204"
"2024-10-17 21:39:39 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","90.1258"
"2024-10-17 21:45:07 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","84.309"
"2024-10-17 21:54:18 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","86.3848"
"2024-10-17 21:56:01 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","88.9759"
"2024-10-17 22:01:06 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","84.4545"
"2024-10-17 22:06:00 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","84.802"
"2024-10-17 22:10:54 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","85.2357"
"2024-10-17 22:15:47 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","85.3905"
"2024-10-17 22:20:49 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","84.2281"
"2024-10-17 22:25:40 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","86.3736"
"2024-10-17 22:30:31 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","86.3814"
"2024-10-17 22:35:22 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","88.419"
"2024-10-17 22:40:14 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","89.0685"
"2024-10-17 22:45:03 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","88.9982"
"2024-10-17 22:49:54 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","89.5656"
"2024-10-17 22:55:04 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","86.2887"
"2024-10-17 22:59:55 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","84.1536"
"2024-10-17 23:11:45 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","80.5306"
"2024-10-17 23:41:44 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","73.2697"
"2024-10-18 00:11:44 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.5094"
"2024-10-18 00:26:34 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","59.5162"
"2024-10-18 08:01:17 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","44.6195"
"2024-10-18 08:31:17 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","56.8264"
"2024-10-18 09:01:16 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","57.4122"
"2024-10-18 09:24:46 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","62.1691"
"2024-10-18 10:23:33 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.4064"
"2024-10-18 10:53:32 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","73.6884"
"2024-10-18 11:23:31 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","67.5597"
"2024-10-18 11:53:31 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","71.3604"
"2024-10-18 12:23:31 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","73.4244"
"2024-10-18 12:53:31 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","75.7658"
"2024-10-18 13:23:31 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","74.4276"
"2024-10-18 13:53:31 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","68.5283"
"2024-10-18 14:23:31 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","73.2468"
"2024-10-18 14:48:44 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","76.8961"
"2024-10-18 15:10:16 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","77.5338"
"2024-10-18 15:27:57 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","78.8323"
"2024-10-18 15:37:15 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","79.6922"
"2024-10-18 16:01:28 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","76.4613"
"2024-10-18 16:31:28 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","76.7932"
"2024-10-18 17:01:27 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","74.1807"
"2024-10-18 17:31:27 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","72.8545"
"2024-10-18 17:52:31 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","77.4508"
"2024-10-18 18:22:30 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","75.8227"
"2024-10-18 18:34:21 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","79.8161"
"2024-10-18 19:04:20 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","72.1848"
"2024-10-18 19:34:19 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","71.08"
"2024-10-18 19:55:08 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","76.4013"
"2024-10-18 20:03:37 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","80.2614"
"2024-10-18 20:11:37 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","81.1451"
"2024-10-18 20:21:09 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","81.7843"
"2024-10-18 20:28:29 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","82.5848"
"2024-10-18 20:58:23 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","76.9076"
"2024-10-18 21:11:18 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","78.8701"
"2024-10-18 21:24:49 -0700","HKQuantityTypeIdentifierEnvironmentalAudioExposure","dBASPL","79.4758"
"2024-09-07 09:23:28 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","75.1943"
"2024-09-07 09:23:36 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","73.9469"
"2024-09-07 09:23:42 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","76.9627"
"2024-09-07 09:23:44 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","50.0325"
"2024-09-07 09:30:11 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","57.9506"
"2024-09-07 10:10:04 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","66.2683"
"2024-09-08 08:55:44 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","85.2417"
"2024-09-08 09:10:47 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","87.8464"
"2024-09-08 09:10:59 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","89.8532"
"2024-09-08 09:11:01 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","90.3872"
"2024-09-08 09:20:53 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","89.6367"
"2024-09-08 12:47:38 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","57.9937"
"2024-09-11 09:16:25 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","75.2523"
"2024-09-11 09:16:26 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","61.29"
"2024-09-11 09:37:59 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","82.6796"
"2024-09-11 09:43:49 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","86.5413"
"2024-09-11 09:49:20 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","74.4243"
"2024-09-11 09:51:14 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","85.2522"
"2024-09-11 09:59:37 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","83.9708"
"2024-09-11 10:07:09 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","82.1423"
"2024-06-18 09:07:45 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","61.521"
"2024-06-18 09:13:01 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","81.5525"
"2024-06-18 09:28:22 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","84.6245"
"2024-06-18 09:42:54 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","85.2851"
"2024-06-18 09:51:25 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","84.8012"
"2024-06-19 06:31:46 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","90.5005"
"2024-06-18 10:44:00 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","58.7748"
"2024-06-19 06:46:18 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","90.6833"
"2024-06-19 06:58:21 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","90.7477"
"2024-06-19 06:58:41 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","53.9664"
"2024-06-19 06:59:17 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","89.6516"
"2024-06-22 05:59:27 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","74.8511"
"2024-06-22 06:14:20 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","85.797"
"2024-06-22 06:23:51 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","77.2852"
"2024-06-22 15:54:06 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","68.2783"
"2024-06-22 15:54:58 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","57.592"
"2024-06-22 16:10:06 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","85.3902"
"2024-06-22 16:25:21 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","85.5427"
"2024-06-22 16:36:22 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","84.2787"
"2024-06-25 10:34:13 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","92.5748"
"2024-06-25 10:34:16 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","78.7115"
"2024-06-25 10:34:37 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","91.3123"
"2024-06-25 10:34:43 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","87.3848"
"2024-06-25 10:35:04 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","90.6375"
"2024-06-25 10:35:07 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","89.5978"
"2024-06-25 10:49:39 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","91.348"
"2024-06-25 11:04:22 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","91.2269"
"2024-06-25 11:19:04 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","92.3277"
"2024-06-25 11:25:15 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","92.5897"
"2024-06-25 19:09:27 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","90.8984"
"2024-06-25 19:09:30 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","88.0565"
"2024-06-25 19:11:49 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","88.9232"
"2024-06-25 19:11:52 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","86.6368"
"2024-06-25 19:26:27 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","90.0338"
"2024-06-25 19:56:26 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","85.4347"
"2024-06-25 20:05:09 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","74.505"
"2024-06-26 06:37:31 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","78.2003"
"2024-06-26 16:07:54 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","79.5297"
"2024-06-26 16:25:49 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","82.0861"
"2024-06-26 16:44:27 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","81.7425"
"2024-06-26 16:47:22 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","81.1376"
"2024-06-27 12:15:53 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","83.3477"
"2024-06-27 13:16:44 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","77.2621"
"2024-06-27 14:56:07 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","76.3077"
"2024-06-27 14:56:28 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","74.6825"
"2024-06-27 14:56:58 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","53.4983"
"2024-06-27 14:57:25 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","38.9748"
"2024-06-27 15:18:57 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","82.4613"
"2024-06-27 15:29:43 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","81.3052"
"2024-06-28 10:52:26 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","76.9419"
"2024-06-28 11:00:40 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","72.8296"
"2024-06-28 11:05:47 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","72.6693"
"2024-06-28 15:05:33 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","83.7601"
"2024-06-28 15:07:07 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","82.7504"
"2024-06-28 15:07:09 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","77.3367"
"2024-06-28 15:28:24 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","83.5604"
"2024-06-28 15:32:10 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","80.7123"
"2024-06-28 15:32:12 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","78.6778"
"2024-06-28 15:34:55 -0700","HKQuantityTypeIdentifierHeadphoneAudioExposure","dBASPL","80.9956"
